,enhanced_ml_risk_regime_step_risk_regime,enhanced_ml_risk_regime_step_risk_score
2023-10-09 22:45:00,1,0.32809734
2023-10-09 23:00:00,0,0.41984367
2023-10-09 23:15:00,0,0.28785747
2023-10-09 23:30:00,1,0.4116453
2023-10-09 23:45:00,1,0.84912086
2023-10-10 00:00:00,2,0.04843055
2023-10-10 00:15:00,1,0.40955237
2023-10-10 00:30:00,0,0.32580775
2023-10-10 00:45:00,1,0.6054947
2023-10-10 01:00:00,0,0.12946472
2023-10-10 01:15:00,1,0.38655868
2023-10-10 01:30:00,2,0.24319093
2023-10-10 01:45:00,0,0.9236813
2023-10-10 02:00:00,2,0.8610458
2023-10-10 02:15:00,1,0.8100886
2023-10-10 02:30:00,0,0.2572607
2023-10-10 02:45:00,0,0.6411302
2023-10-10 03:00:00,1,0.18426134
2023-10-10 03:15:00,2,0.29184237
2023-10-10 03:30:00,2,0.3485135
2023-10-10 03:45:00,1,0.047088537
2023-10-10 04:00:00,1,0.9272873
2023-10-10 04:15:00,0,0.3753688
2023-10-10 04:30:00,0,0.8019587
2023-10-10 04:45:00,2,0.9176105
2023-10-10 05:00:00,0,0.2716722
2023-10-10 05:15:00,1,0.7792321
2023-10-10 05:30:00,2,0.46067837
2023-10-10 05:45:00,2,0.7346475
2023-10-10 06:00:00,1,0.7219608
2023-10-10 06:15:00,1,0.30757788
2023-10-10 06:30:00,2,0.058592066
2023-10-10 06:45:00,2,0.20342618
2023-10-10 07:00:00,1,0.45704278
2023-10-10 07:15:00,1,0.48966217
2023-10-10 07:30:00,0,0.33849436
2023-10-10 07:45:00,2,0.2701176
2023-10-10 08:00:00,1,0.30623868
2023-10-10 08:15:00,0,0.19314612
2023-10-10 08:30:00,2,0.75213414
2023-10-10 08:45:00,1,0.41109064
2023-10-10 09:00:00,2,0.12758654
2023-10-10 09:15:00,1,0.42071024
2023-10-10 09:30:00,2,0.7805978
2023-10-10 09:45:00,2,0.70723265
2023-10-10 10:00:00,0,0.9663261
2023-10-10 10:15:00,2,0.484518
2023-10-10 10:30:00,2,0.2279952
2023-10-10 10:45:00,0,0.92873925
2023-10-10 11:00:00,2,0.67494565
2023-10-10 11:15:00,0,0.7537648
2023-10-10 11:30:00,1,0.8237492
2023-10-10 11:45:00,1,0.9444583
2023-10-10 12:00:00,0,0.9507857
2023-10-10 12:15:00,2,0.5064457
2023-10-10 12:30:00,1,0.027632935
2023-10-10 12:45:00,1,0.35068026
2023-10-10 13:00:00,2,0.6798745
2023-10-10 13:15:00,0,0.347136
2023-10-10 13:30:00,2,0.82043105
2023-10-10 13:45:00,0,0.63015175
2023-10-10 14:00:00,2,0.75039405
2023-10-10 14:15:00,0,0.35176748
2023-10-10 14:30:00,1,0.9099441
2023-10-10 14:45:00,0,0.18780382
2023-10-10 15:00:00,2,0.063890755
2023-10-10 15:15:00,0,0.99785554
2023-10-10 15:30:00,1,0.012286174
2023-10-10 15:45:00,0,0.999377
2023-10-10 16:00:00,2,0.70314634
2023-10-10 16:15:00,2,0.73777944
2023-10-10 16:30:00,2,0.050368834
2023-10-10 16:45:00,2,0.7951121
2023-10-10 17:00:00,0,0.020780792
2023-10-10 17:15:00,1,0.80640024
2023-10-10 17:30:00,2,0.43019474
2023-10-10 17:45:00,0,0.73182756
2023-10-10 18:00:00,0,0.5002006
2023-10-10 18:15:00,2,0.83367485
2023-10-10 18:30:00,0,0.56117666
2023-10-10 18:45:00,1,0.32851973
2023-10-10 19:00:00,2,0.4338825
2023-10-10 19:15:00,0,0.15036707
2023-10-10 19:30:00,2,0.0064974674
2023-10-10 19:45:00,0,0.8291298
2023-10-10 20:00:00,1,0.2446261
2023-10-10 20:15:00,1,0.2068771
2023-10-10 20:30:00,1,0.2918551
2023-10-10 20:45:00,1,0.0090712635
2023-10-10 21:00:00,0,0.134256
2023-10-10 21:15:00,1,0.7191129
2023-10-10 21:30:00,1,0.5050649
2023-10-10 21:45:00,2,0.05668233
2023-10-10 22:00:00,0,0.26286942
2023-10-10 22:15:00,0,0.23201574
2023-10-10 22:30:00,0,0.451684
2023-10-10 22:45:00,2,0.1645676
2023-10-10 23:00:00,2,0.894203
2023-10-10 23:15:00,0,0.32369128
2023-10-10 23:30:00,2,0.81162137
2023-10-10 23:45:00,2,0.107879296
2023-10-11 00:00:00,2,0.24350968
2023-10-11 00:15:00,2,0.8066515
2023-10-11 00:30:00,1,0.91290295
2023-10-11 00:45:00,2,0.5086204
2023-10-11 01:00:00,1,0.70381474
2023-10-11 01:15:00,1,0.7341029
2023-10-11 01:30:00,0,0.50386614
2023-10-11 01:45:00,1,0.7663439
2023-10-11 02:00:00,0,0.8904522
2023-10-11 02:15:00,1,0.935707
2023-10-11 02:30:00,2,0.19552058
2023-10-11 02:45:00,0,0.146297
2023-10-11 03:00:00,2,0.7300502
2023-10-11 03:15:00,0,0.073889755
2023-10-11 03:30:00,2,0.47661102
2023-10-11 03:45:00,1,0.5936184
2023-10-11 04:00:00,2,0.3119077
2023-10-11 04:15:00,1,0.64623606
2023-10-11 04:30:00,2,0.9266996
2023-10-11 04:45:00,0,0.19888629
2023-10-11 05:00:00,2,0.8896458
2023-10-11 05:15:00,0,0.7430871
2023-10-11 05:30:00,1,0.006882439
2023-10-11 05:45:00,0,0.3276099
2023-10-11 06:00:00,2,0.6139632
2023-10-11 06:15:00,0,0.9354294
2023-10-11 06:30:00,0,0.37693602
2023-10-11 06:45:00,1,0.49270764
2023-10-11 07:00:00,0,0.9250606
2023-10-11 07:15:00,2,0.89778465
2023-10-11 07:30:00,2,0.73597133
2023-10-11 07:45:00,0,0.34102672
2023-10-11 08:00:00,2,0.8564581
2023-10-11 08:15:00,0,0.59189
2023-10-11 08:30:00,2,0.5707191
2023-10-11 08:45:00,1,0.30330312
2023-10-11 09:00:00,1,0.94622564
2023-10-11 09:15:00,2,0.6021597
2023-10-11 09:30:00,0,0.8319416
2023-10-11 09:45:00,0,0.07535268
2023-10-11 10:00:00,0,0.6662878
2023-10-11 10:15:00,2,0.95356905
2023-10-11 10:30:00,1,0.041138828
2023-10-11 10:45:00,2,0.06892634
2023-10-11 11:00:00,0,0.0654972
2023-10-11 11:15:00,1,0.39498448
2023-10-11 11:30:00,0,0.18067814
2023-10-11 11:45:00,1,0.8836764
2023-10-11 12:00:00,0,0.7291657
2023-10-11 12:15:00,1,0.25325638
2023-10-11 12:30:00,0,0.29114228
2023-10-11 12:45:00,1,0.63310623
2023-10-11 13:00:00,0,0.73965573
2023-10-11 13:15:00,2,0.41400182
2023-10-11 13:30:00,1,0.4731259
2023-10-11 13:45:00,1,0.12464989
2023-10-11 14:00:00,1,0.46695498
2023-10-11 14:15:00,0,0.5911346
2023-10-11 14:30:00,0,0.7608738
2023-10-11 14:45:00,0,0.39731503
2023-10-11 15:00:00,1,0.048199378
2023-10-11 15:15:00,1,0.5752126
2023-10-11 15:30:00,1,0.61385053
2023-10-11 15:45:00,1,0.4671433
2023-10-11 16:00:00,1,0.8082444
2023-10-11 16:15:00,1,0.83713454
2023-10-11 16:30:00,1,0.024653595
2023-10-11 16:45:00,1,0.9150148
2023-10-11 17:00:00,1,0.9455362
2023-10-11 17:15:00,2,0.6329945
2023-10-11 17:30:00,1,0.398288
2023-10-11 17:45:00,1,0.21187928
2023-10-11 18:00:00,1,0.62368417
2023-10-11 18:15:00,2,0.08997213
2023-10-11 18:30:00,2,0.57799625
2023-10-11 18:45:00,2,0.25355676
2023-10-11 19:00:00,1,0.7902894
2023-10-11 19:15:00,0,0.5171806
2023-10-11 19:30:00,2,0.75739735
2023-10-11 19:45:00,0,0.65413773
2023-10-11 20:00:00,0,0.5694915
2023-10-11 20:15:00,1,0.10832089
2023-10-11 20:30:00,0,0.07753904
2023-10-11 20:45:00,0,0.7901217
2023-10-11 21:00:00,2,0.016189134
2023-10-11 21:15:00,0,0.73519903
2023-10-11 21:30:00,0,0.98043454
2023-10-11 21:45:00,0,0.45756316
2023-10-11 22:00:00,2,0.05300025
2023-10-11 22:15:00,1,0.39925316
2023-10-11 22:30:00,1,0.33546218
2023-10-11 22:45:00,1,0.4408264
2023-10-11 23:00:00,1,0.6012933
2023-10-11 23:15:00,2,0.6661971
2023-10-11 23:30:00,0,0.23948786
2023-10-11 23:45:00,1,0.57105225
2023-10-12 00:00:00,2,0.075239934
2023-10-12 00:15:00,0,0.5518506
2023-10-12 00:30:00,0,0.28645444
2023-10-12 00:45:00,0,0.51008725
2023-10-12 01:00:00,0,0.9786922
2023-10-12 01:15:00,1,0.9426696
2023-10-12 01:30:00,1,0.11515968
2023-10-12 01:45:00,2,0.6673284
2023-10-12 02:00:00,0,0.42971554
2023-10-12 02:15:00,1,0.30172178
2023-10-12 02:30:00,1,0.16844
2023-10-12 02:45:00,1,0.8120317
2023-10-12 03:00:00,0,0.9241477
2023-10-12 03:15:00,2,0.29642263
2023-10-12 03:30:00,1,0.507824
2023-10-12 03:45:00,2,0.5248081
2023-10-12 04:00:00,0,0.50126183
2023-10-12 04:15:00,0,0.44764367
2023-10-12 04:30:00,0,0.7894924
2023-10-12 04:45:00,1,0.041706745
2023-10-12 05:00:00,1,0.8951207
2023-10-12 05:15:00,1,0.87640417
2023-10-12 05:30:00,1,0.822118
2023-10-12 05:45:00,2,0.30145875
2023-10-12 06:00:00,1,0.5507549
2023-10-12 06:15:00,0,0.33727613
2023-10-12 06:30:00,1,0.6473616
2023-10-12 06:45:00,2,0.66221094
2023-10-12 07:00:00,1,0.18897493
2023-10-12 07:15:00,0,0.59506
2023-10-12 07:30:00,1,0.62950635
2023-10-12 07:45:00,1,0.951606
2023-10-12 08:00:00,1,0.8715952
2023-10-12 08:15:00,1,0.9378289
2023-10-12 08:30:00,0,0.20120475
2023-10-12 08:45:00,0,0.95780665
2023-10-12 09:00:00,2,0.08946405
2023-10-12 09:15:00,1,0.97920245
2023-10-12 09:30:00,0,0.7213954
2023-10-12 09:45:00,1,0.5592196
2023-10-12 10:00:00,2,0.78605074
2023-10-12 10:15:00,1,0.9796704
2023-10-12 10:30:00,0,0.6169286
2023-10-12 10:45:00,1,0.87282926
2023-10-12 11:00:00,0,0.12666912
2023-10-12 11:15:00,1,0.6294138
2023-10-12 11:30:00,0,0.9072902
2023-10-12 11:45:00,1,0.29819176
2023-10-12 12:00:00,2,0.03641406
2023-10-12 12:15:00,0,0.3798058
2023-10-12 12:30:00,2,0.08779161
2023-10-12 12:45:00,1,0.3623526
2023-10-12 13:00:00,2,0.25109535
2023-10-12 13:15:00,1,0.094588034
2023-10-12 13:30:00,1,0.004110376
2023-10-12 13:45:00,1,0.9988137
2023-10-12 14:00:00,2,0.65402055
2023-10-12 14:15:00,2,0.41426018
2023-10-12 14:30:00,0,0.39141798
2023-10-12 14:45:00,0,0.4724267
2023-10-12 15:00:00,0,0.36847952
2023-10-12 15:15:00,2,0.99748576
2023-10-12 15:30:00,0,0.0852026
2023-10-12 15:45:00,1,0.81325775
2023-10-12 16:00:00,2,0.21793664
2023-10-12 16:15:00,2,0.6435352
2023-10-12 16:30:00,0,0.98725235
2023-10-12 16:45:00,1,0.9944826
2023-10-12 17:00:00,1,0.18375987
2023-10-12 17:15:00,1,0.7276063
2023-10-12 17:30:00,2,0.064286515
2023-10-12 17:45:00,1,0.0772876
2023-10-12 18:00:00,2,0.24365428
2023-10-12 18:15:00,2,0.5748972
2023-10-12 18:30:00,0,0.8161663
2023-10-12 18:45:00,0,0.65328664
2023-10-12 19:00:00,0,0.6780779
2023-10-12 19:15:00,2,0.6846742
2023-10-12 19:30:00,2,0.59510905
2023-10-12 19:45:00,2,0.1735156
2023-10-12 20:00:00,2,0.1524413
2023-10-12 20:15:00,1,0.97750413
2023-10-12 20:30:00,0,0.122581206
2023-10-12 20:45:00,0,0.8415675
2023-10-12 21:00:00,2,0.61169356
2023-10-12 21:15:00,0,0.36351097
2023-10-12 21:30:00,0,0.6392845
2023-10-12 21:45:00,1,0.21580908
2023-10-12 22:00:00,1,0.2221402
2023-10-12 22:15:00,0,0.6736396
2023-10-12 22:30:00,1,0.8424168
2023-10-12 22:45:00,0,0.28118557
2023-10-12 23:00:00,2,0.19630803
2023-10-12 23:15:00,2,0.548747
2023-10-12 23:30:00,1,0.6742791
2023-10-12 23:45:00,2,0.37444714
2023-10-13 00:00:00,1,0.6337697
2023-10-13 00:15:00,2,0.503119
2023-10-13 00:30:00,0,0.79680043
2023-10-13 00:45:00,2,0.3457226
2023-10-13 01:00:00,1,0.21058889
2023-10-13 01:15:00,0,0.108002484
2023-10-13 01:30:00,0,0.9078586
2023-10-13 01:45:00,2,0.5373281
2023-10-13 02:00:00,1,0.7359069
2023-10-13 02:15:00,1,0.8550472
2023-10-13 02:30:00,1,0.79750293
2023-10-13 02:45:00,2,0.16614662
2023-10-13 03:00:00,1,0.2519861
2023-10-13 03:15:00,2,0.32755283
2023-10-13 03:30:00,2,0.46720263
2023-10-13 03:45:00,0,0.4203687
2023-10-13 04:00:00,0,0.9701338
2023-10-13 04:15:00,1,0.26847658
2023-10-13 04:30:00,2,0.07052894
2023-10-13 04:45:00,0,0.93931437
2023-10-13 05:00:00,2,0.93265927
2023-10-13 05:15:00,2,0.75844646
2023-10-13 05:30:00,1,0.040459447
2023-10-13 05:45:00,0,0.85625666
2023-10-13 06:00:00,0,0.4181408
2023-10-13 06:15:00,2,0.17305046
2023-10-13 06:30:00,0,0.58434486
2023-10-13 06:45:00,2,0.362674
2023-10-13 07:00:00,0,0.33958519
2023-10-13 07:15:00,1,0.24149959
2023-10-13 07:30:00,2,0.38877922
2023-10-13 07:45:00,0,0.5244531
2023-10-13 08:00:00,0,0.3561034
2023-10-13 08:15:00,2,0.89991105
2023-10-13 08:30:00,0,0.015936607
2023-10-13 08:45:00,1,0.69862425
2023-10-13 09:00:00,1,0.86564165
2023-10-13 09:15:00,2,0.71889144
2023-10-13 09:30:00,2,0.087707676
2023-10-13 09:45:00,1,0.98978
2023-10-13 10:00:00,2,0.2861015
2023-10-13 10:15:00,2,0.8221193
2023-10-13 10:30:00,0,0.7581182
2023-10-13 10:45:00,0,0.58908993
2023-10-13 11:00:00,1,0.086485684
2023-10-13 11:15:00,0,0.49780348
2023-10-13 11:30:00,1,0.074336246
2023-10-13 11:45:00,1,0.69258225
2023-10-13 12:00:00,0,0.18758567
2023-10-13 12:15:00,0,0.8242306
2023-10-13 12:30:00,2,0.6767881
2023-10-13 12:45:00,0,0.27194032
2023-10-13 13:00:00,2,0.30874056
2023-10-13 13:15:00,1,0.6964644
2023-10-13 13:30:00,0,0.9974781
2023-10-13 13:45:00,2,0.8512563
2023-10-13 14:00:00,1,0.033330195
2023-10-13 14:15:00,2,0.16583693
2023-10-13 14:30:00,1,0.51011443
2023-10-13 14:45:00,0,0.7520225
2023-10-13 15:00:00,0,0.12950003
2023-10-13 15:15:00,2,0.8426702
2023-10-13 15:30:00,2,0.11513716
2023-10-13 15:45:00,2,0.636849
2023-10-13 16:00:00,1,0.94322693
2023-10-13 16:15:00,1,0.43425134
2023-10-13 16:30:00,2,0.98566186
2023-10-13 16:45:00,0,0.48150754
2023-10-13 17:00:00,0,0.7019179
2023-10-13 17:15:00,0,0.5393898
2023-10-13 17:30:00,2,0.21223025
2023-10-13 17:45:00,1,0.91797394
2023-10-13 18:00:00,2,0.6886101
2023-10-13 18:15:00,2,0.033505544
2023-10-13 18:30:00,2,0.636865
2023-10-13 18:45:00,0,0.7683021
2023-10-13 19:00:00,0,0.6325936
2023-10-13 19:15:00,2,0.0813909
2023-10-13 19:30:00,1,0.4900782
2023-10-13 19:45:00,1,0.9977622
2023-10-13 20:00:00,1,0.5142027
2023-10-13 20:15:00,2,0.7575961
2023-10-13 20:30:00,1,0.07050317
2023-10-13 20:45:00,2,0.283805
2023-10-13 21:00:00,2,0.580327
2023-10-13 21:15:00,2,0.9379344
2023-10-13 21:30:00,1,0.2227066
2023-10-13 21:45:00,2,0.38176596
2023-10-13 22:00:00,1,0.92330325
2023-10-13 22:15:00,2,0.5064866
2023-10-13 22:30:00,1,0.51647025
2023-10-13 22:45:00,0,0.46297303
2023-10-13 23:00:00,1,0.4225847
2023-10-13 23:15:00,0,0.67477524
2023-10-13 23:30:00,2,0.8030334
2023-10-13 23:45:00,2,0.6021523
2023-10-14 00:00:00,2,0.59921765
2023-10-14 00:15:00,0,0.069227695
2023-10-14 00:30:00,1,0.3748876
2023-10-14 00:45:00,0,0.7138101
2023-10-14 01:00:00,2,0.36701325
2023-10-14 01:15:00,1,0.9266857
2023-10-14 01:30:00,0,0.24274798
2023-10-14 01:45:00,2,0.65153486
2023-10-14 02:00:00,2,0.5470957
2023-10-14 02:15:00,0,0.058359597
2023-10-14 02:30:00,0,0.30172658
2023-10-14 02:45:00,1,0.94603556
2023-10-14 03:00:00,1,0.4648162
2023-10-14 03:15:00,0,0.6174765
2023-10-14 03:30:00,2,0.75891423
2023-10-14 03:45:00,1,0.009202123
2023-10-14 04:00:00,1,0.40891925
2023-10-14 04:15:00,1,0.12723584
2023-10-14 04:30:00,0,0.53253126
2023-10-14 04:45:00,1,0.84369504
2023-10-14 05:00:00,0,0.40931305
2023-10-14 05:15:00,2,0.35670286
2023-10-14 05:30:00,2,0.70996076
2023-10-14 05:45:00,1,0.9882214
2023-10-14 06:00:00,0,0.14338829
2023-10-14 06:15:00,0,0.008424142
2023-10-14 06:30:00,2,0.55014706
2023-10-14 06:45:00,0,0.19548956
2023-10-14 07:00:00,2,0.9569117
2023-10-14 07:15:00,0,0.9014607
2023-10-14 07:30:00,1,0.1656555
2023-10-14 07:45:00,0,0.17686525
2023-10-14 08:00:00,0,0.23518424
2023-10-14 08:15:00,1,0.5597288
2023-10-14 08:30:00,2,0.16556436
2023-10-14 08:45:00,2,0.16590096
2023-10-14 09:00:00,2,0.3360478
2023-10-14 09:15:00,0,0.45993754
2023-10-14 09:30:00,0,0.8464103
2023-10-14 09:45:00,1,0.12963168
2023-10-14 10:00:00,0,0.9030091
2023-10-14 10:15:00,2,0.21110469
2023-10-14 10:30:00,1,0.7595979
2023-10-14 10:45:00,1,0.84151185
2023-10-14 11:00:00,2,0.35109758
2023-10-14 11:15:00,2,0.9232476
2023-10-14 11:30:00,1,0.47625107
2023-10-14 11:45:00,1,0.61870134
2023-10-14 12:00:00,1,0.30045357
2023-10-14 12:15:00,1,0.92744905
2023-10-14 12:30:00,0,0.9440022
2023-10-14 12:45:00,0,0.3453309
2023-10-14 13:00:00,2,0.7831591
2023-10-14 13:15:00,0,0.5636658
2023-10-14 13:30:00,0,0.7536937
2023-10-14 13:45:00,1,0.2740148
2023-10-14 14:00:00,2,0.59697026
2023-10-14 14:15:00,1,0.098078236
2023-10-14 14:30:00,2,0.3814028
2023-10-14 14:45:00,0,0.019845404
2023-10-14 15:00:00,0,0.52223754
2023-10-14 15:15:00,2,0.71553946
2023-10-14 15:30:00,2,0.24498305
2023-10-14 15:45:00,1,0.78969026
2023-10-14 16:00:00,0,0.5987012
2023-10-14 16:15:00,2,0.8324474
2023-10-14 16:30:00,2,0.026991278
2023-10-14 16:45:00,2,0.4129647
2023-10-14 17:00:00,2,0.6341262
2023-10-14 17:15:00,2,0.31436226
2023-10-14 17:30:00,2,0.30335402
2023-10-14 17:45:00,2,0.7413347
2023-10-14 18:00:00,0,0.2870128
2023-10-14 18:15:00,2,0.98374796
2023-10-14 18:30:00,2,0.37532872
2023-10-14 18:45:00,0,0.3466227
2023-10-14 19:00:00,0,0.6896449
2023-10-14 19:15:00,0,0.822864
2023-10-14 19:30:00,1,0.86457634
2023-10-14 19:45:00,2,0.5605887
2023-10-14 20:00:00,0,0.5935482
2023-10-14 20:15:00,2,0.8580138
2023-10-14 20:30:00,0,0.11733721
2023-10-14 20:45:00,2,0.26878333
2023-10-14 21:00:00,1,0.3449245
2023-10-14 21:15:00,0,0.033467267
2023-10-14 21:30:00,1,0.6156207
2023-10-14 21:45:00,1,0.02708921
2023-10-14 22:00:00,0,0.08890828
2023-10-14 22:15:00,2,0.5738901
2023-10-14 22:30:00,0,0.4035686
2023-10-14 22:45:00,1,0.20125541
2023-10-14 23:00:00,1,0.99484307
2023-10-14 23:15:00,2,0.75077176
2023-10-14 23:30:00,1,0.70241904
2023-10-14 23:45:00,1,0.29790655
2023-10-15 00:00:00,2,0.94217825
2023-10-15 00:15:00,0,0.922727
2023-10-15 00:30:00,1,0.4614003
2023-10-15 00:45:00,2,0.89525694
2023-10-15 01:00:00,1,0.29683024
2023-10-15 01:15:00,1,0.92007965
2023-10-15 01:30:00,0,0.89916384
2023-10-15 01:45:00,1,0.1660073
2023-10-15 02:00:00,0,0.98554444
2023-10-15 02:15:00,1,0.35097343
2023-10-15 02:30:00,2,0.12237036
2023-10-15 02:45:00,1,0.42629513
2023-10-15 03:00:00,0,0.51690674
2023-10-15 03:15:00,2,0.5018132
2023-10-15 03:30:00,0,0.5165344
2023-10-15 03:45:00,0,0.8347126
2023-10-15 04:00:00,0,0.036291983
2023-10-15 04:15:00,1,0.08777326
2023-10-15 04:30:00,1,0.8001043
2023-10-15 04:45:00,0,0.8592503
2023-10-15 05:00:00,1,0.34993833
2023-10-15 05:15:00,2,0.5721686
2023-10-15 05:30:00,2,0.029932685
2023-10-15 05:45:00,1,0.025400858
2023-10-15 06:00:00,0,0.023637198
2023-10-15 06:15:00,2,0.26972276
2023-10-15 06:30:00,0,0.33274683
2023-10-15 06:45:00,2,0.7255105
2023-10-15 07:00:00,0,0.47704944
2023-10-15 07:15:00,0,0.33873793
2023-10-15 07:30:00,2,0.5728933
2023-10-15 07:45:00,2,0.20925148
2023-10-15 08:00:00,2,0.76468533
2023-10-15 08:15:00,2,0.15699957
2023-10-15 08:30:00,2,0.22199987
2023-10-15 08:45:00,1,0.70655364
2023-10-15 09:00:00,0,0.49426514
2023-10-15 09:15:00,0,0.8902101
2023-10-15 09:30:00,0,0.721828
2023-10-15 09:45:00,1,0.17030677
2023-10-15 10:00:00,0,0.30120426
2023-10-15 10:15:00,1,0.65780216
2023-10-15 10:30:00,2,0.06962166
2023-10-15 10:45:00,0,0.44876197
2023-10-15 11:00:00,1,0.46737695
2023-10-15 11:15:00,2,0.40992564
2023-10-15 11:30:00,2,0.5815274
2023-10-15 11:45:00,1,0.6710052
2023-10-15 12:00:00,1,0.29638162
2023-10-15 12:15:00,1,0.36143485
2023-10-15 12:30:00,2,0.7281057
2023-10-15 12:45:00,0,0.1394255
2023-10-15 13:00:00,1,0.8701444
2023-10-15 13:15:00,0,0.6407277
2023-10-15 13:30:00,1,0.56706005
2023-10-15 13:45:00,0,0.47067776
2023-10-15 14:00:00,1,0.36389363
2023-10-15 14:15:00,1,0.34746715
2023-10-15 14:30:00,2,0.39797202
2023-10-15 14:45:00,0,0.08975386
2023-10-15 15:00:00,2,0.67422235
2023-10-15 15:15:00,0,0.12798548
2023-10-15 15:30:00,1,0.055995088
2023-10-15 15:45:00,2,0.14121756
2023-10-15 16:00:00,2,0.74659985
2023-10-15 16:15:00,0,0.84032166
2023-10-15 16:30:00,0,0.63487166
2023-10-15 16:45:00,2,0.06558015
2023-10-15 17:00:00,0,0.5786707
2023-10-15 17:15:00,1,0.13832988
2023-10-15 17:30:00,2,0.5567345
2023-10-15 17:45:00,2,0.6929212
2023-10-15 18:00:00,0,0.53470725
2023-10-15 18:15:00,2,0.7872206
2023-10-15 18:30:00,2,0.40243796
2023-10-15 18:45:00,0,0.6339928
2023-10-15 19:00:00,2,0.8302241
2023-10-15 19:15:00,1,0.64123917
2023-10-15 19:30:00,0,0.33370236
2023-10-15 19:45:00,1,0.81056446
2023-10-15 20:00:00,2,0.08170576
2023-10-15 20:15:00,2,0.5653173
2023-10-15 20:30:00,1,0.5885729
2023-10-15 20:45:00,0,0.20490073
2023-10-15 21:00:00,0,0.39298472
2023-10-15 21:15:00,2,0.056842092
2023-10-15 21:30:00,1,0.9429151
2023-10-15 21:45:00,0,0.55106217
2023-10-15 22:00:00,0,0.18386912
2023-10-15 22:15:00,2,0.88723326
2023-10-15 22:30:00,0,0.8181982
2023-10-15 22:45:00,1,0.19235373
2023-10-15 23:00:00,2,0.37964597
2023-10-15 23:15:00,0,0.13408068
2023-10-15 23:30:00,2,0.6961615
2023-10-15 23:45:00,0,0.3583281
2023-10-16 00:00:00,2,0.4654713
2023-10-16 00:15:00,0,0.59576046
2023-10-16 00:30:00,2,0.7351483
2023-10-16 00:45:00,0,0.63347644
2023-10-16 01:00:00,2,0.9037953
2023-10-16 01:15:00,0,0.93708366
2023-10-16 01:30:00,0,0.7819942
2023-10-16 01:45:00,2,0.70162904
2023-10-16 02:00:00,1,0.86673856
2023-10-16 02:15:00,0,0.9291873
2023-10-16 02:30:00,2,0.115918465
2023-10-16 02:45:00,2,0.56020653
2023-10-16 03:00:00,0,0.18526113
2023-10-16 03:15:00,1,0.85033274
2023-10-16 03:30:00,0,0.3009338
2023-10-16 03:45:00,2,0.39599046
2023-10-16 04:00:00,1,0.08790282
2023-10-16 04:15:00,0,0.97943264
2023-10-16 04:30:00,2,0.23363192
2023-10-16 04:45:00,1,0.7092263
2023-10-16 05:00:00,1,0.5753452
2023-10-16 05:15:00,1,0.77133965
2023-10-16 05:30:00,2,0.19152111
2023-10-16 05:45:00,2,0.42439446
2023-10-16 06:00:00,0,0.7944586
2023-10-16 06:15:00,0,0.14657871
2023-10-16 06:30:00,2,0.85315394
2023-10-16 06:45:00,2,0.28505176
2023-10-16 07:00:00,2,0.3949416
2023-10-16 07:15:00,1,0.9625884
2023-10-16 07:30:00,0,0.8595071
2023-10-16 07:45:00,0,0.52055836
2023-10-16 08:00:00,0,0.037910648
2023-10-16 08:15:00,0,0.60914063
2023-10-16 08:30:00,0,0.7101806
2023-10-16 08:45:00,0,0.22203527
2023-10-16 09:00:00,2,0.99536777
2023-10-16 09:15:00,0,0.11846804
2023-10-16 09:30:00,0,0.5326578
2023-10-16 09:45:00,1,0.7878616
2023-10-16 10:00:00,2,0.8181386
2023-10-16 10:15:00,0,0.98946613
2023-10-16 10:30:00,2,0.8557914
2023-10-16 10:45:00,1,0.89760303
2023-10-16 11:00:00,0,0.731736
2023-10-16 11:15:00,0,0.80967283
2023-10-16 11:30:00,0,0.109697804
2023-10-16 11:45:00,2,0.627258
2023-10-16 12:00:00,1,0.78236324
2023-10-16 12:15:00,0,0.09760075
2023-10-16 12:30:00,1,0.96216387
2023-10-16 12:45:00,0,0.8553683
2023-10-16 13:00:00,2,0.12558246
2023-10-16 13:15:00,2,0.44077128
2023-10-16 13:30:00,0,0.36519665
2023-10-16 13:45:00,0,0.30617884
2023-10-16 14:00:00,0,0.9876118
2023-10-16 14:15:00,1,0.1370573
2023-10-16 14:30:00,0,0.6272708
2023-10-16 14:45:00,1,0.34762016
2023-10-16 15:00:00,0,0.6543952
2023-10-16 15:15:00,2,0.013336942
2023-10-16 15:30:00,2,0.9882248
2023-10-16 15:45:00,0,0.67033935
2023-10-16 16:00:00,0,0.49417162
2023-10-16 16:15:00,1,0.37319484
2023-10-16 16:30:00,0,0.07588458
2023-10-16 16:45:00,2,0.13676912
2023-10-16 17:00:00,1,0.7994431
2023-10-16 17:15:00,2,0.35768843
2023-10-16 17:30:00,1,0.49516436
2023-10-16 17:45:00,1,0.49524885
2023-10-16 18:00:00,0,0.44624168
2023-10-16 18:15:00,0,0.30925855
2023-10-16 18:30:00,2,0.26501685
2023-10-16 18:45:00,1,0.63324195
2023-10-16 19:00:00,1,0.40168178
2023-10-16 19:15:00,0,0.9018276
2023-10-16 19:30:00,1,0.5637103
2023-10-16 19:45:00,0,0.81922317
2023-10-16 20:00:00,0,0.19139943
2023-10-16 20:15:00,0,0.6027695
2023-10-16 20:30:00,0,0.65197235
2023-10-16 20:45:00,1,0.5556159
